indice-de-tiempo,pais_id,pais,provincia_id,provincia,producto_id,producto,unidad_de medida,cantidad
2019-01,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,458
2019-02,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,485
2019-03,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,442
2019-04,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,411
2017-09,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,372
2017-10,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,379
2017-11,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,410
2017-12,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,414
2018-01,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,417
2018-02,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,362
2018-03,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,375
2018-04,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,365
2018-05,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,420
2018-06,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,394
2018-07,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,379
2018-08,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,379
2018-09,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,359
2018-10,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,374
2018-11,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,437
2018-12,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,401
2019-01,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,456
2019-02,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,509
2019-03,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,445
2019-04,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,443
