indice-de-tiempo,pais_id,pais,provincia_id,provincia,producto_id,producto,unidad_de medida,cantidad
2015-09,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,380
2015-10,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,407
2015-11,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,421
2015-12,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,440
2016-01,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,478
2016-02,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,544
2016-03,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,566
2016-04,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,601
2016-05,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,583
2016-06,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,509
2016-07,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,516
2016-08,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,451
2016-09,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,402
2016-10,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,405
2016-11,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,408
2016-12,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,423
2017-01,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,477
2017-02,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,467
2017-03,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,498
2017-04,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,501
2017-05,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,486
2017-06,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,479
2017-07,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,406
2017-08,32,Argentina,86,Santiago del Estero,2211,Leche cruda,miles de células,441
2017-09,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,377
2017-10,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,357
2017-11,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,349
2017-12,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,349
2018-01,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,355
2018-02,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,357
2018-03,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,344
2018-04,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,340
2018-05,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,382
2018-06,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,370
2018-07,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,358
2018-08,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,361
2018-09,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,349
2018-10,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,344
2018-11,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,409
2018-12,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,370
2019-01,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,360
2019-02,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,396
2019-03,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,392
2019-04,32,Argentina,6,Buenos Aires,2211,Leche cruda,miles de células,365
2017-09,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,354
2017-10,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,376
2017-11,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,382
2017-12,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,396
2018-01,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,413
2018-02,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,405
2018-03,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,357
2018-04,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,360
2018-05,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,400
2018-06,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,385
2018-07,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,372
2018-08,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,360
2018-09,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,345
2018-10,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,346
2018-11,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,431
2018-12,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,379
2019-01,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,409
2019-02,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,442
2019-03,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,430
2019-04,32,Argentina,14,Córdoba,2211,Leche cruda,miles de células,415
2017-09,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,522
2017-10,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,498
2017-11,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,495
2017-12,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,494
2018-01,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,493
2018-02,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,472
2018-03,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,451
2018-04,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,439
2018-05,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,559
2018-06,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,524
2018-07,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,529
2018-08,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,505
2018-09,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,484
2018-10,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,445
2018-11,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,534
2018-12,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,548
2019-01,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,510
2019-02,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,565
2019-03,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,581
2019-04,32,Argentina,30,Entre Ríos,2211,Leche cruda,miles de células,530
2017-09,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,347
2017-10,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,337
2017-11,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,336
2017-12,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,355
2018-01,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,365
2018-02,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,358
2018-03,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,363
2018-04,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,330
2018-05,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,391
2018-06,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,383
2018-07,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,363
2018-08,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,398
2018-09,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,389
2018-10,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,386
2018-11,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,404
2018-12,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,374
2019-01,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,410
2019-02,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,431
2019-03,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,422
2019-04,32,Argentina,42,La Pampa,2211,Leche cruda,miles de células,391
2017-09,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,391
2017-10,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,403
2017-11,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,423
2017-12,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,427
2018-01,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,445
2018-02,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,412
2018-03,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,398
2018-04,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,392
2018-05,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,455
2018-06,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,431
2018-07,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,412
2018-08,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,398
2018-09,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,376
2018-10,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,379
2018-11,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,462
2018-12,32,Argentina,82,Santa Fe,2211,Leche cruda,miles de células,421
